id,repository,number,kind,state,merged,title,jev_top,p_top,jev_second,p_second
java228,socket.io-client-java,228,issue,closed,False,Still frequent disconnects on 0.6.2,defect_fixed_or_obsolete,0.65,defect_current,0.19
java229,socket.io-client-java,229,issue,closed,False,"still frequently reconnection in my first connection， wait on line...., my log is here",defect_fixed_or_obsolete,0.8,support_question,0.14
java230,socket.io-client-java,230,issue,closed,False,socket.io timeout problem Android,support_question,0.58,defect_current,0.36
java231,socket.io-client-java,231,pr,closed,False,Merge pull request #1 from socketio/master,duplicate_invalid_spam,0.62,insufficient_evidence,0.34
java232,socket.io-client-java,232,issue,closed,False,sending emit with callback inside a thread,support_question,0.97,defect_current,0.02
java233,socket.io-client-java,233,issue,closed,False,java.net.MalformedURLException: Unknown protocol: ws,defect_fixed_or_obsolete,1,insufficient_evidence,0
java234,socket.io-client-java,234,issue,closed,False,emit callback sometimes not getting fired,feature_request,0.86,support_question,0.1
java235,socket.io-client-java,235,issue,closed,False,Parse JSON into Java objects instead of JSONObject,feature_request,1,defect_fixed_or_obsolete,0
java236,socket.io-client-java,236,issue,closed,False,Want to create multiple socket connections with socket.io server,support_question,0.84,defect_fixed_or_obsolete,0.14
java237,socket.io-client-java,237,issue,closed,False,"Map<String, List<String>> for header?",feature_request,0.79,support_question,0.11
java238,socket.io-client-java,238,issue,closed,False,Warning:Dependency org.json:json:20090211 is ignored for debug as it may be conflicting with the internal version provided by Android.,build_packaging_env,0.99,defect_fixed_or_obsolete,0.01
java239,socket.io-client-java,239,issue,closed,False,Add information about transports,docs_gap,0.97,support_question,0.03
java240,socket.io-client-java,240,issue,closed,False,parameter in opts.query became null to server,defect_current,0.51,support_question,0.34
java241,socket.io-client-java,241,issue,closed,False,Consistent XHR Post Error,defect_current,0.39,defect_fixed_or_obsolete,0.32
java242,socket.io-client-java,242,issue,closed,False,How can I see the socket IO logs Android,support_question,0.76,feature_request,0.24
java243,socket.io-client-java,243,issue,closed,False,"Need to be able to listen to all ""other"" events ",feature_request,0.81,defect_fixed_or_obsolete,0.19
java244,socket.io-client-java,244,issue,closed,False,Reconnect apparently not honored,defect_current,0.89,defect_fixed_or_obsolete,0.09
java245,socket.io-client-java,245,issue,closed,False,jitter not correctly calculated during backoff,defect_fixed_or_obsolete,0.98,defect_current,0.02
java246,socket.io-client-java,246,pr,closed,False,Fixed #245,defect_fixed_or_obsolete,0.79,pr_functional,0.2
java247,socket.io-client-java,247,issue,closed,False,gradle build error,build_packaging_env,0.93,duplicate_invalid_spam,0.05
java248,socket.io-client-java,248,issue,closed,False,"""xhr poll error"" after ""too many open files"" on Android 4.2",defect_fixed_or_obsolete,0.87,defect_current,0.13
java249,socket.io-client-java,249,issue,closed,False,How to use options.query in android socket.io?,support_question,0.97,docs_gap,0.03
java250,socket.io-client-java,250,issue,closed,False,"Consistent ""xhr poll error"" is caused by hanging instances of XHRPolling",defect_current,0.9,defect_fixed_or_obsolete,0.09
java251,socket.io-client-java,251,issue,closed,False,"Question: When there is no internet connection, try to reconnect immidiately",support_question,0.97,defect_current,0.02
java252,socket.io-client-java,252,issue,closed,False,Websocket error ,support_question,0.71,defect_fixed_or_obsolete,0.18
java253,socket.io-client-java,253,issue,closed,False,frequently reconnect problem,defect_fixed_or_obsolete,0.61,defect_current,0.2
java254,socket.io-client-java,254,issue,closed,False,Question: Does this support P2P?,feature_request,0.66,support_question,0.34
java255,socket.io-client-java,255,pr,closed,True,Code Quality Improvement - Exception handlers should preserve the original exception ,pr_non_functional,0.49,pr_functional,0.45
java256,socket.io-client-java,256,pr,closed,True,"Code Quality Improvement - Objects should be compared with ""equals()""",pr_non_functional,0.76,pr_functional,0.21
java257,socket.io-client-java,257,pr,closed,True,Code Quality Improvement - Constructors should only call non-overridable methods,pr_non_functional,0.66,pr_functional,0.3
java258,socket.io-client-java,258,pr,closed,True,Code Quality Improvement - Redundant Field Initializer,pr_non_functional,0.93,pr_functional,0.06
java259,socket.io-client-java,259,pr,closed,True,Code Quality Improvement - Collection.isEmpty() should be used to test for emptiness,pr_non_functional,0.91,pr_functional,0.07
java260,socket.io-client-java,260,issue,closed,False,EngineIOException: server error,support_question,0.94,defect_fixed_or_obsolete,0.06
java261,socket.io-client-java,261,issue,closed,False,Consider when upgrade okhttp version to 2.6.0?,defect_fixed_or_obsolete,0.43,build_packaging_env,0.16
java262,socket.io-client-java,262,issue,closed,False,Change Buffer Size,feature_request,0.8200000000000001,defect_current,0.11
java263,socket.io-client-java,263,issue,closed,False,[question]about namespace,support_question,1,build_packaging_env,0
java264,socket.io-client-java,264,issue,closed,False,java.lang.NoClassDefFoundError: com/squareup/okhttp/ws/WebSocketListener,build_packaging_env,0.81,defect_fixed_or_obsolete,0.11
java265,socket.io-client-java,265,issue,closed,False,I fixed a s,insufficient_evidence,1,pr_non_functional,0
java266,socket.io-client-java,266,issue,closed,False,Inner Emit is not working,support_question,0.76,defect_fixed_or_obsolete,0.19
java267,socket.io-client-java,267,issue,closed,False,Battery Worries,support_question,1,pr_non_functional,0
java268,socket.io-client-java,268,issue,closed,False,Socket listeners not working but emit does.,defect_current,0.61,defect_fixed_or_obsolete,0.25
java269,socket.io-client-java,269,issue,closed,False,How do i send File object while emit using socket.io with node.js in android?,support_question,0.91,feature_request,0.09
java270,socket.io-client-java,270,issue,closed,False,0.6.3: Android with Proguard build: SimException: CstInterfaceMethodRef cannot be cast to CstMethodRef,build_packaging_env,0.78,defect_fixed_or_obsolete,0.2
java271,socket.io-client-java,271,issue,closed,False,Support okhttp 3.0?,feature_request,0.76,defect_fixed_or_obsolete,0.2
java272,socket.io-client-java,272,issue,closed,False,latency in receiving socket.on message on android client,support_question,0.54,defect_current,0.41
java273,socket.io-client-java,273,issue,closed,False,how to config this lib with https address,support_question,0.96,docs_gap,0.04
java274,socket.io-client-java,274,issue,closed,False,Support Socket.io 0.9,feature_request,0.54,defect_fixed_or_obsolete,0.42
java275,socket.io-client-java,275,issue,closed,False,OkHttp connections do not seem to be closed,defect_current,0.89,defect_fixed_or_obsolete,0.1
java276,socket.io-client-java,276,issue,closed,False,NoClassDefFoundError io.socket.client.IO$Options,build_packaging_env,0.48,defect_fixed_or_obsolete,0.3
java277,socket.io-client-java,277,pr,closed,True,Fixes event type when emitting binary_ack,defect_fixed_or_obsolete,0.63,pr_functional,0.32
java278,socket.io-client-java,278,issue,closed,False,Why minSdkVersion is 15?,support_question,0.6,build_packaging_env,0.36
java279,socket.io-client-java,279,issue,closed,False,Cant get it working,support_question,0.98,duplicate_invalid_spam,0.01
java280,socket.io-client-java,280,issue,closed,False,Transport upgrading failure and 2 connections.,defect_fixed_or_obsolete,0.73,defect_current,0.17
java281,socket.io-client-java,281,issue,closed,False,Multiple connections from a single client,support_question,0.41000000000000003,defect_fixed_or_obsolete,0.37
java282,socket.io-client-java,282,issue,closed,False,Ability to query socket status?,feature_request,0.5,support_question,0.41
java283,socket.io-client-java,283,issue,closed,False,JSONArray,support_question,0.99,insufficient_evidence,0.01
java284,socket.io-client-java,284,issue,closed,False,Emit doesn't call the API route,support_question,0.93,defect_fixed_or_obsolete,0.05
java285,socket.io-client-java,285,issue,closed,False,socket is connected after closing android app?,support_question,0.87,defect_current,0.08
java286,socket.io-client-java,286,pr,closed,False,Fix resetting backoff,pr_functional,0.51,defect_fixed_or_obsolete,0.28
java287,socket.io-client-java,287,issue,closed,False,Exception on server disconnect via disconnect(true),defect_fixed_or_obsolete,0.89,defect_current,0.1
java288,socket.io-client-java,288,issue,closed,False,Socket not re-connecting after connection break (Only when app is in background),defect_current,0.41000000000000003,defect_fixed_or_obsolete,0.38
java289,socket.io-client-java,289,issue,closed,False,connect event is sometimes not called when connect and disconnect repeatedly,defect_current,0.87,support_question,0.05
java290,socket.io-client-java,290,issue,closed,False,"Unable to connect socket.io using socket.io client, engine.io-client & Java-Websocket.",support_question,0.96,defect_fixed_or_obsolete,0.04
java291,socket.io-client-java,291,pr,closed,True,fix typo in readme example,pr_non_functional,1,feature_request,0
java292,socket.io-client-java,292,issue,closed,False,Chat History maintenance in app ,support_question,1,feature_request,0
java293,socket.io-client-java,293,issue,closed,False,Android SSL (self signed certificate) implementation,support_question,0.97,docs_gap,0.03
java294,socket.io-client-java,294,issue,closed,False,java.lang.IllegalStateException: Unable to take ownership of connection from okhttp when .connect fails.,defect_current,0.77,defect_fixed_or_obsolete,0.22
java295,socket.io-client-java,295,issue,closed,False,RejectedExecutionException Occured in onMessage.,defect_current,0.88,defect_fixed_or_obsolete,0.09
java296,socket.io-client-java,296,issue,closed,False,Room support (join & leave),support_question,0.51,feature_request,0.48
java297,socket.io-client-java,297,issue,closed,False,socket java.lang.NullPointerException,support_question,0.84,defect_fixed_or_obsolete,0.15
java298,socket.io-client-java,298,issue,closed,False,Force SSLContext to TLSv1.2 or TLSv1.1,support_question,0.79,docs_gap,0.11
java299,socket.io-client-java,299,issue,closed,False,Send String[] array to the server,support_question,0.92,defect_current,0.060000000000000005
java300,socket.io-client-java,300,issue,closed,False,OutOfMemoryError: pthread_create (stack size 16384 bytes) failed: Try again,defect_current,0.72,defect_fixed_or_obsolete,0.26
java301,socket.io-client-java,301,issue,open,False,Volatile Messages,feature_request,1,pr_functional,0
java302,socket.io-client-java,302,issue,closed,False,Timeout for emit.,support_question,0.43,duplicate_invalid_spam,0.26
java303,socket.io-client-java,303,issue,closed,False,Socket.onevent event value on args always on index 1 [Bug],defect_current,0.86,defect_fixed_or_obsolete,0.11
java304,socket.io-client-java,304,pr,closed,False,Add new SocketOptionBuilder which helps creating IO.Option as builder…,pr_functional,0.99,feature_request,0.01
java305,socket.io-client-java,305,pr,closed,False,Add missing method.,pr_functional,0.83,duplicate_invalid_spam,0.12
java306,socket.io-client-java,306,issue,closed,False,Rejected Execution exception,defect_current,0.56,insufficient_evidence,0.38
java307,socket.io-client-java,307,issue,closed,False,SocketTimeoutException failed to connect to... after 90000ms,defect_current,0.52,support_question,0.3
java308,socket.io-client-java,308,issue,closed,False,https problem,support_question,1,pr_functional,0
java309,socket.io-client-java,309,issue,closed,False,Emit or Ack timeout handling?,feature_request,0.7,defect_fixed_or_obsolete,0.25
java310,socket.io-client-java,310,issue,closed,False,Integrating socket.io-client-java lib into another lib.,support_question,0.95,docs_gap,0.05
java311,socket.io-client-java,311,issue,closed,False,30 FPS socket receiving fails with Out of memory error,support_question,0.46,duplicate_invalid_spam,0.45
java312,socket.io-client-java,312,issue,open,False,Compression Support?,feature_request,1,pr_functional,0
java313,socket.io-client-java,313,issue,closed,False,IllegalStateException: must call close(),defect_current,0.62,defect_fixed_or_obsolete,0.29
java314,socket.io-client-java,314,issue,closed,False,Sending data through connection,support_question,0.85,feature_request,0.13
java315,socket.io-client-java,315,issue,closed,False,OutOfMemoryError: pthread_create,defect_fixed_or_obsolete,0.92,defect_current,0.08
java316,socket.io-client-java,316,issue,closed,False,Transport error,support_question,0.73,docs_gap,0.24
java317,socket.io-client-java,317,issue,closed,False,How do I stop listening for an event,support_question,0.88,feature_request,0.07
java318,socket.io-client-java,318,issue,closed,False,Wrong default namespace?,support_question,0.59,defect_fixed_or_obsolete,0.3
java319,socket.io-client-java,319,issue,closed,False,after  my  android  socket.io reconnect  ，can not  send message，why?,support_question,0.54,defect_current,0.36
java320,socket.io-client-java,320,issue,closed,False,Support for Deflate extension,feature_request,0.93,pr_functional,0.04
java321,socket.io-client-java,321,pr,closed,False,Support for Deflate extension,pr_functional,0.73,pr_non_functional,0.15
java322,socket.io-client-java,322,issue,open,False,When does the socket stop to try to emit a message when connection is lost?,support_question,0.56,docs_gap,0.39
java323,socket.io-client-java,323,issue,closed,False,Not found ACK class in arguments of Emitter.Listener,support_question,0.73,defect_fixed_or_obsolete,0.21
java324,socket.io-client-java,324,issue,closed,False,Creating non Daemon threads,defect_fixed_or_obsolete,0.54,feature_request,0.42
java325,socket.io-client-java,325,issue,closed,False,Socket connect callback  socket.id() returns null,defect_current,0.79,insufficient_evidence,0.1
java326,socket.io-client-java,326,pr,closed,True,Fix a typo,pr_non_functional,1,build_packaging_env,0
java327,socket.io-client-java,327,issue,closed,False,Socket.io Android Client not working but iOS Client Working,support_question,0.81,insufficient_evidence,0.1
java328,socket.io-client-java,328,issue,open,False,"Consistent ""xhr poll error"" caused by poor network",defect_current,0.9,support_question,0.08
java329,socket.io-client-java,329,issue,closed,False,Leaving a namespace,feature_request,0.95,support_question,0.05
java330,socket.io-client-java,330,issue,closed,False,Web socket with port number not working,support_question,0.74,defect_current,0.14
java331,socket.io-client-java,331,issue,closed,False,Working with Events ,support_question,0.95,defect_fixed_or_obsolete,0.03
java332,socket.io-client-java,332,issue,closed,False,Unable to trigger acknowledgement function,defect_current,0.51,support_question,0.37
java333,socket.io-client-java,333,issue,closed,False,Have your own encoders and decoders,feature_request,1,build_packaging_env,0
java334,socket.io-client-java,334,pr,closed,False,Allow for custom encoders and decoders,pr_functional,0.71,feature_request,0.17
java335,socket.io-client-java,335,issue,closed,False,getting WebsocketNotConnectedException exception after socket connected,defect_fixed_or_obsolete,0.79,defect_current,0.18
java336,socket.io-client-java,336,issue,closed,False,Send message to specific user doesn't work correctly on android,support_question,0.9,defect_fixed_or_obsolete,0.1
java337,socket.io-client-java,337,issue,closed,False,java.lang.NoSuchMethodError,build_packaging_env,0.8200000000000001,defect_fixed_or_obsolete,0.18
java338,socket.io-client-java,338,issue,closed,False,How to set Origin request header?,support_question,0.99,docs_gap,0.01
java339,socket.io-client-java,339,issue,closed,False,Support okhttp 3.4.1?,defect_fixed_or_obsolete,0.87,feature_request,0.06
java340,socket.io-client-java,340,issue,closed,False,Is the repo being mantained?,support_question,0.93,insufficient_evidence,0.03
java341,socket.io-client-java,341,issue,closed,False,how to send an ack from android to server,support_question,0.99,docs_gap,0.01
java342,socket.io-client-java,342,issue,closed,False,Fatal Exception: java.util.ConcurrentModificationException,defect_current,0.69,defect_fixed_or_obsolete,0.29
java343,socket.io-client-java,343,issue,closed,False,NullPointerException from 0.8.0,defect_fixed_or_obsolete,0.97,defect_current,0.02
java344,socket.io-client-java,344,issue,closed,False,Nullpointer in .call in 0.8.0 version,duplicate_invalid_spam,0.85,defect_fixed_or_obsolete,0.14
java345,socket.io-client-java,345,issue,closed,False,[v0.8.0] Null Pointer Exception in  io.socket.engineio.client.Socket$7.call,duplicate_invalid_spam,0.85,defect_fixed_or_obsolete,0.13
java346,socket.io-client-java,346,issue,closed,False,java.lang.illegalStateException,defect_current,0.7,defect_fixed_or_obsolete,0.25
java347,socket.io-client-java,347,issue,closed,False,whats the latest android release ?,support_question,0.81,defect_fixed_or_obsolete,0.08
java348,socket.io-client-java,348,issue,closed,False,Java NullPointerException.,defect_fixed_or_obsolete,0.37,support_question,0.29
java349,socket.io-client-java,349,issue,closed,False,java.lang.IllegalArgumentException: delay < 0,defect_fixed_or_obsolete,0.91,defect_current,0.08
java350,socket.io-client-java,350,issue,closed,False,Unable to emitt an event from TimerRunnable,insufficient_evidence,0.58,support_question,0.19
java351,socket.io-client-java,351,issue,closed,False,io.Socket.id() return null,support_question,0.97,defect_fixed_or_obsolete,0.03
java352,socket.io-client-java,352,issue,closed,False,Connecting does not work after v0.6.3,support_question,0.48,defect_fixed_or_obsolete,0.36
java353,socket.io-client-java,353,issue,closed,False,Fatal Exception: java.lang.IllegalArgumentException Unexpected char 0x633,defect_fixed_or_obsolete,0.99,defect_current,0.01
java354,socket.io-client-java,354,issue,closed,False,Custom socket id from android side,support_question,0.86,feature_request,0.14
java355,socket.io-client-java,355,issue,closed,False,Rooms and namespaces,support_question,0.9,feature_request,0.05
java356,socket.io-client-java,356,issue,closed,False,Emit doesn't send event to the server,support_question,0.9,defect_fixed_or_obsolete,0.09
java357,socket.io-client-java,357,issue,closed,False,"Connection connect , dissconnect Repeating",support_question,0.77,defect_current,0.16
java358,socket.io-client-java,358,issue,closed,False,Library making lots of peristent connections with the server,support_question,0.43,insufficient_evidence,0.29
java359,socket.io-client-java,359,issue,closed,False,socket disconnect issue,defect_current,0.73,insufficient_evidence,0.19
java360,socket.io-client-java,360,issue,closed,False,Getting error using websocket transport,defect_current,0.66,defect_fixed_or_obsolete,0.22
java361,socket.io-client-java,361,issue,closed,False,Can this be used on Primus?,support_question,0.93,duplicate_invalid_spam,0.05
java362,socket.io-client-java,362,issue,closed,False,how can i write server code?,support_question,0.99,duplicate_invalid_spam,0.01
java363,socket.io-client-java,363,issue,closed,False,how can i create room,support_question,0.9400000000000001,duplicate_invalid_spam,0.03
java364,socket.io-client-java,364,issue,closed,False,how to solve connect error,support_question,0.86,insufficient_evidence,0.09
java365,socket.io-client-java,365,issue,closed,False,IO not resolvable using gradle,build_packaging_env,0.94,support_question,0.03
java366,socket.io-client-java,366,issue,closed,False,"IO.opts missing settings for ""rejectUnauthorized""",feature_request,0.46,support_question,0.25
java367,socket.io-client-java,367,issue,closed,False,ClassCastException: java.lang.Integer cannot be cast to io.socket.client.Ack,support_question,0.55,defect_current,0.36
java368,socket.io-client-java,368,issue,closed,False,run on server side but not run android side,support_question,0.86,insufficient_evidence,0.12
java369,socket.io-client-java,369,issue,closed,False,Error java.lang.NoClassDefFoundError: Failed resolution of: Lokhttp3/internal/Platform;,build_packaging_env,0.88,defect_current,0.04
java370,socket.io-client-java,370,issue,closed,False,IllegalStateException: closed >> RealWebSocket.sendMessage(RealWebSocket.java:107),defect_fixed_or_obsolete,0.99,defect_current,0.01
java371,socket.io-client-java,371,issue,closed,False,complex event name not working. eg: c86471fb-4df0-4fa4-bf92-a74a5101b665:CaptureBioData,support_question,0.71,defect_fixed_or_obsolete,0.25
java372,socket.io-client-java,372,issue,closed,False,XHR Pull Error and custom namespaces,support_question,0.99,defect_fixed_or_obsolete,0.01
java373,socket.io-client-java,373,issue,closed,False,Upgrade to okhttp 3.5.0 there is no ws dependency.,defect_fixed_or_obsolete,0.77,build_packaging_env,0.13
java374,socket.io-client-java,374,issue,open,False,Can this library be used in Processing 3 ?,support_question,0.94,docs_gap,0.06
java375,socket.io-client-java,375,issue,closed,False,Android - add listener after socket.connected,support_question,0.84,defect_current,0.1
java376,socket.io-client-java,376,issue,open,False,socket.emit() from the client slows down all threads for 2 milliseconds,defect_current,1,build_packaging_env,0
java377,socket.io-client-java,377,issue,closed,False,react native and socket.io-client 0.8.3,build_packaging_env,0.92,defect_fixed_or_obsolete,0.08
java378,socket.io-client-java,378,issue,closed,False,android io.socket.engineio.client.EngineIOException: websocket error,support_question,0.88,defect_fixed_or_obsolete,0.09
java379,socket.io-client-java,379,issue,closed,False," java.lang.NullPointerException: Attempt to invoke virtual method 'io.socket.emitter.Emitter io.socket.client.Socket.on(java.lang.String, io.socket.emitter.Emitter$Listener)' on a null object reference",support_question,0.84,defect_fixed_or_obsolete,0.16
java380,socket.io-client-java,380,issue,closed,False,socket client did not complete upgrade - transport closed when using aws server,support_question,0.41000000000000003,defect_current,0.32
java381,socket.io-client-java,381,issue,closed,False,socket listener off,support_question,0.93,defect_current,0.05
java382,socket.io-client-java,382,issue,closed,False,Custom listeners not working,support_question,0.63,defect_fixed_or_obsolete,0.24
java383,socket.io-client-java,383,issue,open,False,how can I send audio file from android client to node.js server when stream is not supported?,support_question,0.53,feature_request,0.44
java384,socket.io-client-java,384,issue,closed,False,I can't use “ws://localhost:8080”,defect_fixed_or_obsolete,1,build_packaging_env,0
java385,socket.io-client-java,385,issue,closed,False,Flawed package encoding and decoding,support_question,0.58,defect_fixed_or_obsolete,0.41
java386,socket.io-client-java,386,issue,closed,False,Connection to the server successful but can not get an answer for emmit,support_question,0.78,defect_fixed_or_obsolete,0.12
java387,socket.io-client-java,387,issue,closed,False,Nodejs - Android - socket.emit not working,support_question,0.85,defect_current,0.1
java388,socket.io-client-java,388,issue,closed,False,How to contribute or create my own package?,support_question,0.76,build_packaging_env,0.15
java389,socket.io-client-java,389,issue,closed,False,Conflict with okhttp3,build_packaging_env,0.9,defect_fixed_or_obsolete,0.09
java390,socket.io-client-java,390,issue,closed,False,Some error on Transport,defect_current,0.53,insufficient_evidence,0.26
java391,socket.io-client-java,391,issue,closed,False,Conflict with okHttp3,defect_fixed_or_obsolete,0.6,build_packaging_env,0.39
java392,socket.io-client-java,392,issue,open,False,Android Memory Usage increase with every Socket.emit Call,defect_current,0.97,defect_fixed_or_obsolete,0.02
java393,socket.io-client-java,393,issue,closed,False,forceWebsockets feature,feature_request,0.81,support_question,0.18
java394,socket.io-client-java,394,issue,closed,False,How change query parameter (token) in Socket before connect,support_question,0.9,defect_fixed_or_obsolete,0.05
java395,socket.io-client-java,395,issue,closed,False,Connect to a server running socket.io version 0.9.16,defect_fixed_or_obsolete,0.67,support_question,0.28
java396,socket.io-client-java,396,issue,open,False,Problem with socket listeners when the internet connection is turned off / turned on,support_question,0.62,defect_current,0.18
java397,socket.io-client-java,397,issue,closed,False,Connection problem ,support_question,0.63,insufficient_evidence,0.22
java398,socket.io-client-java,398,issue,open,False,OutOfMemoryException,defect_current,0.88,defect_fixed_or_obsolete,0.12
java399,socket.io-client-java,399,issue,open,False,engine:socket client did not complete upgrade - transport closed,defect_current,0.48,defect_fixed_or_obsolete,0.44
java400,socket.io-client-java,400,issue,open,False,setSocket connection from BroadcastReceiver,support_question,0.95,docs_gap,0.04
java401,socket.io-client-java,401,issue,closed,False,Identify socket from Emitter.Listener callback,support_question,0.55,feature_request,0.43
java402,socket.io-client-java,402,issue,closed,False,Unable to connect on Https ,support_question,0.85,docs_gap,0.11
java403,socket.io-client-java,403,issue,closed,False,on emit socket disconnect with transport error,defect_current,0.58,insufficient_evidence,0.22
java404,socket.io-client-java,404,issue,closed,False,I want to check whether the user is online or not .,support_question,0.75,defect_fixed_or_obsolete,0.25
java405,socket.io-client-java,405,issue,closed,False,About acknowledgement,insufficient_evidence,0.96,support_question,0.02
java406,socket.io-client-java,406,issue,closed,False,Socket.IO Asynchronous Read/Write (Not Working),defect_current,0.49,support_question,0.29
java407,socket.io-client-java,407,issue,closed,False,"send message in handler ""client error"" ?",defect_current,0.48,support_question,0.38
java408,socket.io-client-java,408,issue,closed,False,No options for Origin-Header,feature_request,0.66,defect_fixed_or_obsolete,0.33
java409,socket.io-client-java,409,pr,closed,False,Options for inject okhttp Call/WebSocket factory,pr_functional,0.69,duplicate_invalid_spam,0.17
java410,socket.io-client-java,410,issue,closed,False,java.lang.NullPointerException: Attempt to invoke virtual method 'okio.BufferedSource okhttp3.ResponseBody.source()' on a null object reference,insufficient_evidence,0.5599999999999999,defect_current,0.32
java411,socket.io-client-java,411,issue,closed,False,clear stack after connec to server,support_question,0.66,feature_request,0.33
java412,socket.io-client-java,412,issue,open,False,Implementing mySocket.sendBuffer,feature_request,0.94,support_question,0.06
java413,socket.io-client-java,413,issue,open,False,Timeout over 10000 ms not being handled properly (Android 7.1.1),defect_current,1,pr_non_functional,0
java414,socket.io-client-java,414,issue,open,False,Client timeout also triggers Socket.EVENT_CONNECT_ERROR event (Android 7.1.1),defect_current,0.85,duplicate_invalid_spam,0.14
java415,socket.io-client-java,415,issue,closed,False,Redundant Socket.EVENT_CONNECT_ERROR event being fired for connection timeout  (Android 7.1.1),duplicate_invalid_spam,0.4,defect_current,0.37
java416,socket.io-client-java,416,issue,open,False,socket-io-client-java should support option changes after instantiation,feature_request,1,pr_non_functional,0
java417,socket.io-client-java,417,issue,closed,False,How do I know in Application connecting socket?,support_question,0.99,docs_gap,0.01
java418,socket.io-client-java,418,issue,open,False,RejectedExecutionException,defect_current,0.91,support_question,0.09
java419,socket.io-client-java,419,issue,open,False,Issue 3g and 4g connections,support_question,0.99,defect_current,0.01
java420,socket.io-client-java,420,issue,closed,False,Problem using transport,defect_fixed_or_obsolete,0.58,support_question,0.37
java421,socket.io-client-java,421,issue,closed,False,v2.0 support?,support_question,0.72,defect_fixed_or_obsolete,0.17
java422,socket.io-client-java,422,issue,closed,False,Question: Sending compressed data in an Array from Nodejs to Java,support_question,0.91,defect_fixed_or_obsolete,0.08
java423,socket.io-client-java,423,pr,closed,True,Add condition to log only if fine level is loggable,pr_functional,0.79,defect_fixed_or_obsolete,0.18
java424,socket.io-client-java,424,issue,closed,False,OkHTTP3 + SocketIO: Socket connects and emits but is not listening to custom events,support_question,0.83,defect_fixed_or_obsolete,0.17
java425,socket.io-client-java,425,issue,open,False,java.lang.IllegalStateException:    at com.google.android.gms.org.conscrypt.OpenSSLContextImpl.engineGetSocketFactory(OpenSSLContextImpl.java:0),defect_current,0.92,insufficient_evidence,0.04
java426,socket.io-client-java,426,issue,closed,False,Task threw exception - java.lang.InstantiationError When listening for events on Socket,defect_fixed_or_obsolete,0.65,defect_current,0.2
java427,socket.io-client-java,427,issue,closed,False,Session ID unknown?,support_question,0.96,docs_gap,0.02
java428,socket.io-client-java,428,issue,closed,False,Room Question,support_question,1,pr_non_functional,0
java429,socket.io-client-java,429,issue,closed,False,I can't use Socket.setDefaultOkHttpWebSocketFactory(XXX),defect_fixed_or_obsolete,0.43,support_question,0.37
java430,socket.io-client-java,430,issue,closed,False,Unicode decode error for Non-English characters,defect_fixed_or_obsolete,0.53,defect_current,0.44
java431,socket.io-client-java,431,issue,closed,False,socket.emit() no working in android,support_question,0.87,defect_fixed_or_obsolete,0.06
java432,socket.io-client-java,432,issue,closed,False,Is this project still maintained?,support_question,0.93,insufficient_evidence,0.03
java433,socket.io-client-java,433,issue,open,False,Fatal Exception: java.lang.InternalError: Thread starting during runtime shutdown,defect_current,0.98,defect_fixed_or_obsolete,0.02
java434,socket.io-client-java,434,issue,closed,False,How to update options's query before socket reconnect?,support_question,1,defect_current,0
java435,socket.io-client-java,435,issue,closed,False,Battery drain issue,support_question,0.89,docs_gap,0.1
java436,socket.io-client-java,436,pr,closed,True,make compatible with socket.io-client 1.7.4 (node client),pr_functional,0.8,defect_fixed_or_obsolete,0.18
java437,socket.io-client-java,437,issue,closed,False,How to get progress update when emit,feature_request,0.9400000000000001,support_question,0.06
java438,socket.io-client-java,438,pr,closed,True,Updated README.md,pr_non_functional,1,defect_current,0
java439,socket.io-client-java,439,pr,closed,True,Make compatible with Socket.IO v2,pr_functional,0.87,defect_fixed_or_obsolete,0.13
java440,socket.io-client-java,440,issue,closed,False,Compatibility of socket.io-client-java with socket.io-client on server,support_question,0.6,defect_fixed_or_obsolete,0.35
java441,socket.io-client-java,441,issue,closed,False,Crash on wifi connecting but not connected,defect_current,0.81,defect_fixed_or_obsolete,0.15
java442,socket.io-client-java,442,issue,closed,False,How to set header in event transport ,support_question,1,defect_current,0
java443,socket.io-client-java,443,issue,closed,False,How to send extraheaders as options parameter?,support_question,0.88,defect_fixed_or_obsolete,0.08
java444,socket.io-client-java,444,issue,closed,False,Hey Just a suggestion,duplicate_invalid_spam,0.89,feature_request,0.11
java445,socket.io-client-java,445,issue,closed,False,版本不协调导致的问题,defect_fixed_or_obsolete,1,duplicate_invalid_spam,0
java446,socket.io-client-java,446,issue,open,False,Possible Ack leak,defect_current,0.89,defect_fixed_or_obsolete,0.09
java447,socket.io-client-java,447,issue,closed,False,How to Reconnect to Socket Server ?,support_question,0.95,defect_fixed_or_obsolete,0.03
java448,socket.io-client-java,448,issue,closed,False,1,insufficient_evidence,0.94,duplicate_invalid_spam,0.06
java449,socket.io-client-java,449,issue,open,False,Emoji's are not working,defect_current,0.86,support_question,0.09
java450,socket.io-client-java,450,issue,closed,False,Download source code for GWT,build_packaging_env,0.57,support_question,0.32
java451,socket.io-client-java,451,issue,closed,False,Socket.IO - Hibernate mode,defect_current,0.6,support_question,0.23
java452,socket.io-client-java,452,issue,closed,False,java.lang.NoSuchFieldError: No instance field sslContext of type Ljavax/net/ssl/SSLContext; in class Lio/socket/client/Manager$Options,insufficient_evidence,0.52,defect_fixed_or_obsolete,0.23
