id,topic,title,jev_status,p_status,jev_second,p_second,kotlin_test_quoted,p_tested,priority,priority_score
java119,parser_binary,StringIndexOutOfBoundsException on Parser$Decoder.decodeString,already_addressed,1,matches_js_client,0,False,0.39,High,1.49
java120,parser_binary,Enhance Parser decode,already_addressed,1,matches_js_client,0,True,0.77,Important,1.29
java175,parser_binary,Client sending empty JSONObjects?,not_applicable,0.52,already_addressed,0.42,False,0.05,Routine,0.08
java184,parser_binary,Switching from org.json to JSON.simple,not_applicable,0.69,matches_js_client,0.16,False,0.03,Routine,0
java235,parser_binary,Parse JSON into Java objects instead of JSONObject,already_addressed,0.83,matches_js_client,0.07,True,0.74,Routine,0.17
java268,parser_binary,Socket listeners not working but emit does.,not_applicable,0.92,already_addressed,0.04,False,0.04,Important,1.1
java333,parser_binary,Have your own encoders and decoders,affected_fix_within_js,0.99,would_deviate_from_js,0.01,False,0.04,Routine,0.12
java334,parser_binary,Allow for custom encoders and decoders,affected_fix_within_js,0.99,not_applicable,0.01,False,0.04,Routine,0.11
java342,parser_binary,Fatal Exception: java.util.ConcurrentModificationException,already_addressed,0.83,not_applicable,0.16,False,0.23,Important,1.02
java430,parser_binary,Unicode decode error for Non-English characters,already_addressed,0.89,matches_js_client,0.05,False,0.05,Routine,0.76
java439,parser_binary,Make compatible with Socket.IO v2,would_deviate_from_js,0.59,matches_js_client,0.26,True,0.73,Routine,0.27
java488,parser_binary,Not Found socket.io 0.8.3!,not_applicable,0.88,already_addressed,0.07,False,0.04,Routine,0.05
java515,parser_binary,cannot send large buffers,already_addressed,0.58,affected_fix_within_js,0.15,True,0.9,Important,1.24
java536,parser_binary,Sent data to server always as Array,matches_js_client,0.83,already_addressed,0.1,True,0.66,Routine,0.04
java620,parser_binary,data loss,already_addressed,0.99,not_applicable,0.01,False,0.33,Routine,0.42
java677,parser_binary,Change `ParsedURI` visibility to public,already_addressed,0.95,not_applicable,0.05,False,0.27,Routine,0.07
java743,parser_binary,socket.io client sometimes sends arrays wrong,already_addressed,0.99,not_applicable,0.01,True,0.95,High,1.73
java781,parser_binary,Change auth parameter to JSONObject,already_addressed,0.94,would_deviate_from_js,0.02,True,0.83,Important,0.77
java792,parser_binary,"Client emit or send, nothing cames to server #790",would_deviate_from_js,0.69,matches_js_client,0.2,False,0.03,Routine,0.23
java797,parser_binary,Uncaught Error handling,already_addressed,0.9,affected_fix_within_js,0.06,False,0.29,Critical,2.44
java97,parser_binary,Namespaces aren't managed on reception,already_addressed,0.6799999999999999,matches_js_client,0.26,False,0.13,Routine,0.21
engine52,reconnect,java.lang.IllegalStateException: Unable to take ownership of connection from okh,already_addressed,0.79,not_applicable,0.21,False,0.23,Routine,0.62
forkjava16,reconnect,fork change of KushtrimPacaj/socket.io-client-java,would_deviate_from_js,0.61,already_addressed,0.28,False,0.06,Routine,0.44
forkjava19,reconnect,fork change of gyz21/socket.io-client-java,would_deviate_from_js,0.93,already_addressed,0.04,False,0.04,Routine,0.07
forkjava24,reconnect,fork change of mottx/socket.io-client.java,already_addressed,0.59,not_applicable,0.23,False,0.32,Routine,0.57
forkjava25,reconnect,fork change of aforamenta/socket.io-client.java,already_addressed,0.99,matches_js_client,0.01,True,0.51,Routine,0.26
java109,reconnect,socket is not disconnecting when network is off.,already_addressed,1,insufficient_evidence,0,True,0.91,Important,1.1
java149,reconnect,Reopen connection,not_applicable,0.63,matches_js_client,0.13,False,0.05,Important,0.98
java161,reconnect,xhr post error on slow connection (3G mobile network).,matches_js_client,0.76,already_addressed,0.13,False,0.03,Routine,0.23
java176,reconnect,The ready state for manager OPENING not cleared in error,already_addressed,1,not_applicable,0,True,0.95,Routine,0.8
java183,reconnect,"listener does not work first, but work after reconnecting",not_applicable,0.38,insufficient_evidence,0.33,False,0.03,Routine,0.07
java193,reconnect,com.github.nkzawa.engineio.client.EngineIOException: xhr post error,not_applicable,0.5599999999999999,already_addressed,0.21,False,0.03,Routine,0.39
java197,reconnect,"socket io disconnected, but the client didn't know",already_addressed,1,not_applicable,0,True,0.88,Important,1.34
java200,reconnect,socket.disconnect doesn't close underlying connetions [0.5.1],already_addressed,0.8,insufficient_evidence,0.11,False,0.04,Important,1.42
java244,reconnect,Reconnect apparently not honored,insufficient_evidence,0.39,already_addressed,0.36,False,0.05,Important,1.37
java250,reconnect,"Consistent ""xhr poll error"" is caused by hanging instances of XHRPolling",already_addressed,0.76,insufficient_evidence,0.12,False,0.06,High,1.74
java286,reconnect,Fix resetting backoff,matches_js_client,0.38,already_addressed,0.38,False,0.31,Routine,0.39
java288,reconnect,Socket not re-connecting after connection break (Only when app is in background),would_deviate_from_js,0.59,already_addressed,0.29,False,0.05,Important,1.13
java289,reconnect,connect event is sometimes not called when connect and disconnect repeatedly,matches_js_client,0.3,insufficient_evidence,0.24,False,0.05,Important,1.23
java294,reconnect,java.lang.IllegalStateException: Unable to take ownership of connection from okh,already_addressed,0.62,not_applicable,0.38,False,0.23,Routine,0.79
java319,reconnect,after  my  android  socket.io reconnect  ，can not  send message，why?,already_addressed,1,not_applicable,0,True,0.75,Routine,0.56
java322,reconnect,When does the socket stop to try to emit a message when connection is lost?,already_addressed,0.85,matches_js_client,0.14,False,0.47,Important,0.8
java359,reconnect,socket disconnect issue,already_addressed,0.95,matches_js_client,0.04,False,0.43,Important,0.63
java403,reconnect,on emit socket disconnect with transport error,already_addressed,0.82,not_applicable,0.11,True,0.57,Important,0.66
java44,reconnect,android mobile Lock screen is disconnect,already_addressed,0.76,matches_js_client,0.21,True,0.65,Important,1.09
java456,reconnect,Can't reconnect after internet connection restablished in current version,already_addressed,0.44,affected_fix_within_js,0.32,False,0.06,High,1.91
java476,reconnect,Socket is not reconnecting,not_applicable,0.86,insufficient_evidence,0.06,False,0.03,Routine,0.4
java480,reconnect,Disconnecting Issue on new version (V1.0),insufficient_evidence,0.66,not_applicable,0.14,False,0.04,Important,1.03
java575,reconnect,"When the phone is in standby, the socket io will be disconnected from the servic",matches_js_client,0.62,already_addressed,0.17,False,0.08,Important,1.07
java576,reconnect,Don't process socket.connect() if already reconnecting,already_addressed,0.81,affected_fix_within_js,0.11,False,0.04,Important,1.41
java577,reconnect,Don't process socket.connect() if we are already re-connecting.,already_addressed,0.94,affected_fix_within_js,0.03,False,0.04,Important,1.26
java763,reconnect,Implement Connection State Recovery,already_addressed,0.98,affected_fix_within_js,0.02,True,0.93,High,1.58
engine10,threading_memory,Refactor Emitter to remove a ConcurrentHashMap.,not_applicable,0.58,already_addressed,0.35,False,0.04,Routine,0.07
engine100,threading_memory,Yeast.yeast() is not thread safe,already_addressed,0.86,not_applicable,0.09,False,0.04,Routine,0.35
engine106,threading_memory,create heartbeat scheduler with named threads and as daemon,matches_js_client,0.53,not_applicable,0.29,False,0.04,Routine,0.34
engine108,threading_memory,Fixed concurrency issue on EventThread class,not_applicable,0.88,already_addressed,0.11,False,0.03,Routine,0.28
engine116,threading_memory,Issue with EventThread and class loaders,not_applicable,0.77,already_addressed,0.22,False,0.02,Routine,0.54
engine54,threading_memory,log exceptions thrown in async tasks,not_applicable,0.96,matches_js_client,0.03,False,0.02,Routine,0.3
engine70,threading_memory,IndexOutOfBoundsException on decoding payload,not_applicable,0.44,already_addressed,0.38,False,0.05,Important,0.93
engine8,threading_memory,"When an Android app doesn't have the INTERNET permission, getHeaderFields() retu",not_applicable,0.68,already_addressed,0.26,False,0.03,Routine,0.28
engine84,threading_memory,JNI ERROR (app bug): weak global reference table overflow (max=51200) io.socket.,not_applicable,0.82,already_addressed,0.12,False,0.03,Routine,0.97
forkengine9,threading_memory,fork change of valodzka/engine.io-client-java,already_addressed,0.38,not_applicable,0.29,False,0.03,Routine,0.16
forkjava6,threading_memory,fork change of Harsh5488/socket.io-client-java,already_addressed,0.86,matches_js_client,0.08,True,0.64,Routine,0.23
forkjava7,threading_memory,fork change of seven4pl/socket.io-client-java,already_addressed,0.95,matches_js_client,0.03,True,0.63,Routine,0.24
java104,threading_memory,Socket.io thread doesn't kill,matches_js_client,0.74,already_addressed,0.2,False,0.02,Important,0.89
java106,threading_memory,OutOfMemory when I tried to upload video binary string to server,matches_js_client,0.73,affected_fix_within_js,0.1,False,0.02,Important,0.73
java107,threading_memory,IllegalArgumentException: delay < 0,already_addressed,0.75,affected_fix_within_js,0.18,False,0.02,High,1.88
java126,threading_memory,Unhandled exception thrown when the server sends a Long as Event name,already_addressed,0.99,affected_fix_within_js,0.01,False,0.02,Important,1.2
java148,threading_memory,Fixed issue in com.github.nkzawa.engineio.client.Socket$7.call (Socke…,not_applicable,0.5,already_addressed,0.48,False,0.02,Routine,0.21
java163,threading_memory,Crash when no connection (Race Condition),already_addressed,0.98,not_applicable,0.01,False,0.02,Important,1.1
java295,threading_memory,RejectedExecutionException Occured in onMessage.,affected_fix_within_js,0.43,insufficient_evidence,0.28,False,0.03,Important,1.16
java300,threading_memory,OutOfMemoryError: pthread_create (stack size 16384 bytes) failed: Try again,not_applicable,0.37,insufficient_evidence,0.35,False,0.03,High,1.96
java313,threading_memory,IllegalStateException: must call close(),affected_fix_within_js,0.66,already_addressed,0.28,False,0.03,Important,1.38
java324,threading_memory,Creating non Daemon threads,insufficient_evidence,0.42,already_addressed,0.28,False,0.03,Routine,0.54
java346,threading_memory,java.lang.illegalStateException,affected_fix_within_js,0.68,already_addressed,0.21,False,0.04,Important,1.26
java376,threading_memory,socket.emit() from the client slows down all threads for 2 milliseconds,insufficient_evidence,0.53,already_addressed,0.17,False,0.07,Important,1.37
java390,threading_memory,Some error on Transport,already_addressed,0.59,insufficient_evidence,0.23,False,0.04,Routine,0.59
java398,threading_memory,OutOfMemoryException,already_addressed,0.95,not_applicable,0.03,False,0.05,High,1.99
java406,threading_memory,Socket.IO Asynchronous Read/Write (Not Working),matches_js_client,0.98,already_addressed,0.01,False,0.05,Routine,0.14
java410,threading_memory,java.lang.NullPointerException: Attempt to invoke virtual method 'okio.BufferedS,not_applicable,0.84,insufficient_evidence,0.16,False,0.03,Routine,0.1
java418,threading_memory,RejectedExecutionException,not_applicable,0.72,already_addressed,0.26,False,0.04,Important,1.09
java423,threading_memory,Add condition to log only if fine level is loggable,already_addressed,1,would_deviate_from_js,0,True,0.86,Routine,0.42
java425,threading_memory,java.lang.IllegalStateException:    at com.google.android.gms.org.conscrypt.Open,not_applicable,0.78,already_addressed,0.19,False,0.03,Routine,0.35
java433,threading_memory,Fatal Exception: java.lang.InternalError: Thread starting during runtime shutdow,not_applicable,0.8,already_addressed,0.17,False,0.03,Routine,1.09
java441,threading_memory,Crash on wifi connecting but not connected,already_addressed,0.68,not_applicable,0.23,False,0.03,Routine,0.4
java446,threading_memory,Possible Ack leak,already_addressed,0.91,matches_js_client,0.05,False,0.43,Important,1.04
java505,threading_memory,NullPointerException (io.socket.client.Socket.onevent(Unknown Source)),already_addressed,0.78,not_applicable,0.1,False,0.04,Important,0.9
java539,threading_memory,RejectedExecutionException after sleep in okhttp3.internal.ws.RealWebSocket.conn,already_addressed,0.71,not_applicable,0.22,False,0.03,Important,1.14
java593,threading_memory,OutOfMemoryError (Socket.java:492),already_addressed,0.5599999999999999,not_applicable,0.3,False,0.03,Routine,0.56
java628,threading_memory,This framework is not designed for multi-thread java application?,already_addressed,0.94,matches_js_client,0.04,False,0.43,Routine,0.3
java668,threading_memory,java.util.concurrent.ConcurrentLinkedQueue$Node cannot be cast to java.util.conc,already_addressed,0.54,not_applicable,0.45,False,0.06,Routine,0.38
java690,threading_memory,IncompatibleClassChangeError when consuming response from server v4,not_applicable,0.99,already_addressed,0.01,False,0.03,Routine,0.07
java710,threading_memory,Fatal Exception: java.util.ConcurrentModificationException,already_addressed,0.99,not_applicable,0.01,False,0.27,High,1.68
java758,threading_memory,Fix: NullPointerException in Socket.java #727;,already_addressed,0.91,not_applicable,0.08,False,0.44,Routine,0.31
java759,threading_memory,Report: ConcurrentModificationException when use AckWithTimout...,already_addressed,0.96,not_applicable,0.03,False,0.04,Routine,0.76
java761,threading_memory,NullPointerException: Attempt to invoke virtual method 'java.lang.String java.la,not_applicable,0.7,already_addressed,0.3,False,0.03,Routine,0.22
java769,threading_memory,"Fixing Issue #727, #710, #759",already_addressed,0.81,matches_js_client,0.1,False,0.04,Routine,0.34
java773,threading_memory,Transport close when using 2.1.1 client concurrent sending data to 2.0.9 netty-s,already_addressed,0.37,matches_js_client,0.33,False,0.03,Routine,0.21
java774,threading_memory,Transport close when using 2.1.1 client concurrent sending data to 2.0.9 netty-s,already_addressed,0.34,matches_js_client,0.32,False,0.03,Routine,0.2
java776,threading_memory,Fixing Crashes related to Concurrency,would_deviate_from_js,0.69,already_addressed,0.27,False,0.06,Routine,0.14
java779,threading_memory,• Using ConcurrentHashMap for multi-threaded environment,already_addressed,0.97,matches_js_client,0.01,True,0.74,Routine,0.72
java786,threading_memory,OutOfMemoryError: unable to create new native thread,not_applicable,0.67,already_addressed,0.26,False,0.03,High,2.12
java93,threading_memory,Socket.io-client using non-daemon threads,already_addressed,0.72,not_applicable,0.21,False,0.03,Routine,0.12
engine118,tls_security,Update readme to mention more compatibility,already_addressed,0.25,affected_fix_within_js,0.22,False,0.03,Routine,0.04
engine121,tls_security,Add volatile socket support to SocketIO client,already_addressed,0.98,not_applicable,0.01,True,0.88,Routine,0.62
forkengine14,tls_security,fork change of xuduo/engine.io-client-java,not_applicable,0.97,insufficient_evidence,0.01,False,0.03,Routine,0.39
java157,tls_security,Connection successfully established with http but failed on https,already_addressed,0.58,affected_fix_within_js,0.13,False,0.07,Routine,0.34
java164,tls_security,Making the events hash protected in Socket class,matches_js_client,0.66,would_deviate_from_js,0.18,False,0.03,Routine,0.03
java188,tls_security,SSL/TLS is 2-3x slower than unsecured connection,not_applicable,0.39,insufficient_evidence,0.25,False,0.03,Routine,0.29
java201,tls_security,setSSLSocketFactory,matches_js_client,0.38,already_addressed,0.31,False,0.07,Routine,0.41
java255,tls_security,Code Quality Improvement - Exception handlers should preserve the original excep,not_applicable,0.95,matches_js_client,0.02,False,0.2,Routine,0.27
java460,tls_security,Library seems not to allow simultanous connections of more than around 5,already_addressed,0.92,not_applicable,0.06,False,0.27,Important,0.9
java463,tls_security,XHR Poll error,already_addressed,0.83,not_applicable,0.09,False,0.16,Important,0.76
java65,tls_security,Supporting Stream ?,would_deviate_from_js,0.59,matches_js_client,0.39,False,0.03,Routine,0.01
java693,tls_security,Events callbacks,already_addressed,0.99,affected_fix_within_js,0.01,True,0.83,Routine,0.15
java749,tls_security,Issue #727 Solved,already_addressed,0.97,not_applicable,0.02,True,0.93,Routine,0.38
java785,tls_security,Potential Security Enhancements for socket.io-client-java,affected_fix_within_js,0.36,not_applicable,0.27,False,0.02,Routine,0.11
